"Flavor","CheckId","InstallId","BuildId"
"r-release-linux-x86_64","4aff6cd9db9bf0f470379504a683a4c7","6aede9e15cf3fd3b2969ba8323982a74","8d69f6eaf0b375ff4e8a516a4c56c16c"
